,id,Trans_id,stations,color,walktime,description
1300,430,2,",66",#f2bd2a,5,Tremont St @ Sewall St
1301,430,3,",14,22,29,41,44",#f2bd2a,11,Jackson Square
1302,431,0,",Fairmount,Line,Franklin,Line",#8E44AD,4,Four Corners/Geneva
1303,431,1,",16",#F5C00E,3,Columbia Rd @ Seaver St
1304,431,2,",23",#F5C00E,4,Washington Street @ Four Corners
1305,432,0,",Red,Line",#DA1721,6,JFK / UMass
1306,432,1,",Greenbush/Kingston",#8E44AD,6,JFK / UMass
1307,432,2,",Middleborough/Lakeville",#8E44AD,6,JFK / UMass
1308,432,3,",18",#F5C00E,2,Dorchester Ave @ Edison Green
1309,433,0,",Orange,Line",#ef8b22,5,Stony Brook
1310,433,1,",42",#f2bd2a,3,Washington St
1311,433,2,",22,29,44",#f2bd2a,7,Columbus Ave @ Dimock St
1312,433,3,",14,41",#f2bd2a,14,Jackson Square
1313,434,0,",66",#F5C00E,4,N Harvard St @ Coolidge Rd
1314,434,1,",64",#F5C00E,7,Cambridge St @ Lincoln St
1315,434,2,",B",#018835,15,Harvard Avenue
1316,434,3,",70,86",#F5C00E,8,Western Ave @ Riverdale St
1317,435,0,",Red,Line",#EC211F,2,JFK / UMass
1318,435,1,",Greenbush/Kingston",#8E44AD,2,JFK / UMass
1319,435,2,",8,16,41",#F5C00E,2,JFK / UMass
1320,435,3,",17,18",#F5C00E,3,Boston St @ Mayhew St
1321,436,0,",15,17",#F5C00E,3,Bowdoin St @ Norton St
1322,436,1,",Fairmount,Line,Franklin,Line",#8E44AD,9,Four Corners/Geneva
1323,437,0,",Red,Line",#EC211F,8,Porter
1324,437,1,",Fitchburg,Line",#B933AD,8,Porter
1325,437,2,",88,89",#F5C00E,2,Highland Ave @ Willow Ave
1326,437,3,",87,88,89,90,94,96",#F5C00E,10,Davis
1327,438,0,",Red,Line",#EC211F,8,Porter
1328,438,1,",Fitchburg,Line",#B933AD,8,Porter
1329,438,2,",88,89",#F5C00E,2,Highland Ave @ Willow Ave
1330,438,3,",87,88,89,90,94,96",#F5C00E,10,Davis
1331,439,0,",Orange,Line",#ef8b22,5,Roxbury Crossing
1332,439,1,",Franklin,Providence/Stoughton,Needham",#80276c,14,Ruggles
1333,439,2,",66",#f2bd2a,5,Tremont St @ Sewall St
1334,439,3,",14,22,29,41,44",#f2bd2a,11,Jackson Square
1335,440,0,",Orange,Line",#FC5707,11,Roxbury Crossing
1336,440,1,",E",#018835,11,Fenwood Road
1337,441,0,",Orange,Line",#FC5707,8,Roxbury Crossing
1338,441,1,",E",#018835,9,Brigham Circle
1339,441,2,",14,22,29,41,44",#F5C00E,13,Jackson Square
1340,442,0,",89,93,101",#F5C00E,2,Broadway @ Montgomery Ave
1341,442,1,",80",#F5C00E,10,Medford St @ School St
1342,442,2,",95",#F5C00E,10,Mystic Ave @ Wheatland St
1343,443,0,",Red,line",#DA1721,5,Shawmut
1344,444,0,",E",#008345,5,Fenwood Road
1345,444,1,",Orange,Line",#ef8b22,11,Roxbury Crossing
1346,444,2,",35,39,66",#f2bd2a,6,Huntington Ave @ Fenwood Rd
1347,445,0,",Fairmount/Franklin",#8E44AD,7,Four Corners/Geneva
1348,445,1,",14,22,28,29,45",#F5C00E,3,Blue Hill Ave opp McLellan St
1349,446,0,",E",#00843D,5,Fenwood Road
1350,446,1,",Orange,Line",#EB841E,10,Roxbury Crossing
1351,446,2,",35,39,66",#F5C00E,4,Huntington Ave opp Fenwood Rd
1352,447,0,",E",#018835,6,Fenwood Road
1353,447,1,",Orange,Line",#E37A38,11,Roxbury Crossing
1354,447,2,",Franklin/Foxboro/Needham",#8E44AD,15,Ruggles
1355,447,3,",Providence/Stoughton,Line",#8E44AD,15,Ruggles
1356,447,4,",D",#00843D,15,Brookline Village
1357,448,0,",Red,Line",#EC211F,9,Andrew
1358,448,1,",9,10,16",#F5C00E,9,Andrew
1359,448,2,",16,17",#F5C00E,2,Boston St @ W Howell St
1360,449,0,",Blue,Line",#2040AA,10,Airport
1361,449,1,",121",#F5C00E,1,Lexington St @ Marion St
1362,449,2,",114,116,117",#F5C00E,3,Meridian St @ Lexington St
1363,450,0,",4",#F5C00E,1,Commercial St & Hanover St
1364,450,1,",Orange,Line",#EB841E,10,Haymarket
1365,450,2,",B,C,D,E",#00843D,10,Haymarket
1366,450,3,",Downeaster",#0099CC,15,North Station
1367,450,4,",Fitchburg,Line,Haverhill,Line",#8E44AD,15,North Station
1368,451,0,",80",#F5C00E,1,Medford St @ Glenwood Rd
1369,451,1,",89,89/93",#F5C00E,5,Broadway @ Medford St - Magoun Sq
1370,451,2,",101",#F5C00E,10,Main St @ Broadway
1371,452,0,",Orange,Line",#ef8b22,5,Roxbury Crossing
1372,452,1,",Franklin,Providence/Stoughton,Needham",#80276c,14,Ruggles
1373,452,2,",66",#f2bd2a,5,Tremont St @ Sewall St
1374,452,3,",14,22,29,41,44",#f2bd2a,11,Jackson Square
1375,453,0,",Framingham/Worcester",#8E44AD,6,Auburndale
1376,453,1,",D",#00843D,11,Riverside
1377,453,2,",558",#F5C00E,11,Riverside
1378,453,3,",MBRS",#DA1721,11,Riverside
1379,454,0,",E",#008345,5,Fenwood Road
1380,454,1,",Orange,Line",#ef8b22,11,Roxbury Crossing
1381,454,2,",35,39,66",#f2bd2a,6,Huntington Ave @ Fenwood Rd
1382,455,0,",22,29,32,34,36",#F5C00E,1,Seaver St @ Maple Street
1383,455,1,",Fairmount,Line,Franklin,Line",#8E44AD,11,Four Corners/Geneva
1384,456,0,",C",#008345,3,Washington Square
1385,456,1,",B",#008345,14,Washington Street
1386,456,2,",D",#008345,14,Beaconsfield
1387,456,3,",65",#f2bd2a,2,Washington Square
1388,457,0,",89,91",#F5C00E,2,Washington St @ Boston St
1389,457,1,",87",#F5C00E,3,Somerville Ave @ Linden St
1390,457,2,",86,CT2",#F5C00E,3,Washington St @ McGrath Hwy
1391,457,3,",D,E",#018835,7,Union Square
1392,458,0,",Orange,Line",#EB841E,8,Stony Brook
1393,458,1,",42",#F5C00E,1,Washington St @ School St
1394,458,2,",22,29,44",#F5C00E,2,Columbus Ave @ Weld Ave
1395,459,0,",D,E",#018835,15,Union Square
1396,459,1,",80",#F5C00E,3,Pearl St @ McGrath Hwy
1397,459,2,",88,90",#F5C00E,3,Highland Ave @ Walnut St
1398,460,0,",Orange",#FC5707,8,Stony Brook
1399,460,1,",42",#F5C00E,1,Washington St @ School St
1400,460,2,",22,29,44",#F5C00E,2,Columbus Ave @ Weld Ave
1401,461,0,",Red,line",#DA1721,5,Shawmut
1402,462,0,",Orange",#FC5707,8,Stony Brook
1403,462,1,",42",#F5C00E,1,Washington St @ School St
1404,462,2,",22,29,44",#F5C00E,2,Columbus Ave @ Weld Ave
1405,463,0,",Blue,Line",#0E4189,11,Airport
1406,463,1,",SL3",#808183,11,Airport
1407,464,0,",22,29,44",#F5C00E,4,Columbus Ave @ Walnut Ave
1408,465,0,",Orange,Line",#FC5707,11,Roxbury Crossing
1409,465,1,",E",#018835,11,Fenwood Road
1410,466,0,",Orange,line",#EB841E,15,Assembly
1411,466,1,",95",#F5C00E,5,Mystic Ave @ Temple Rd
1412,467,0,",C",#008345,3,Washington Square
1413,467,1,",B",#008345,14,Washington Street
1414,467,2,",D",#008345,14,Beaconsfield
1415,467,3,",65",#f2bd2a,2,Washington Square
1416,468,0,",C",#008345,3,Washington Square
1417,468,1,",B",#008345,14,Washington Street
1418,468,2,",D",#008345,14,Beaconsfield
1419,468,3,",65",#f2bd2a,2,Washington Square
1420,469,0,",B",#108248,2,Griggs Street
1421,469,1,",Green,Line,B,Shuttle",#F1BC3D,2,Griggs Street
1422,470,0,",Orange,Line",#FC5707,8,Roxbury Crossing
1423,470,1,",E",#018835,9,Brigham Circle
1424,470,2,",14,22,29,41,44",#F5C00E,13,Jackson Square
1425,471,0,",22,29,44",#F5C00E,4,Columbus Ave @ Walnut Ave
1426,472,0,",E",#00843D,5,Fenwood Road
1427,472,1,",Orange,Line",#EB841E,9,Roxbury Crossing
1428,472,2,",35,39,66",#F5C00E,5,Huntington Ave opp Fenwood Rd
1429,472,3,",22,29",#F5C00E,11,Columbus Ave @ New Cedar St
1430,473,0,",C",#018835,2,Englewood Avenue
1431,473,1,",D",#018835,7,Reservoir
1432,473,2,",B",#018835,12,Chiswick Road
1433,473,3,",51,89,Green,Line,D,Shuttle",#F5C00E,7,Reservoir
1434,474,0,",Orange,line",#EB841E,5,Tufts Medical Center
1435,474,1,",Red,line",#8E44AD,12,South Station
1436,474,2,",Franklin/Framingham/Worcester",#8E44AD,12,South Station
1437,474,3,",Needham/Greenbush/Kingston",#8E44AD,12,South Station
1438,475,0,",Orange,Line",#ed8b00,10,Ruggles
1439,475,1,",Franklin/Needham,Line",#80276c,10,Ruggles
1440,475,2,",8,9,15,19,22,23",#f2bd2a,10,Ruggles
1441,475,3,",43",#f2bd2a,2,Tremont St @ Hammond St
1442,475,4,",Providence/Stoughton,Line",#80276c,10,Ruggles
1443,476,0,",Orange",#FC5707,8,Stony Brook
1444,476,1,",42",#F5C00E,1,Washington St @ School St
1445,476,2,",22,29,44",#F5C00E,2,Columbus Ave @ Weld Ave
1446,477,0,",Orange,Line",#EB841E,10,Massachusetts Ave
1447,477,1,",Needham/Franklin",#8E44AD,11,Ruggles
1448,477,2,",E",#018835,12,Symphony
1449,477,3,",43",#F5C00E,1,Tremont St @ Hammond St
1450,477,4,",Providence/Stoughton",#8E44AD,11,Ruggles
1451,478,0,",Red,Line",#DA1721,6,Central
1452,478,1,",64,83,91",#f2bd2a,1,Prospect St @ Harvard St
1453,478,2,",68",#f2bd2a,3,Broadway @ Inman St
1454,479,0,",Orange,Line",#EB841E,8,Stony Brook
1455,479,1,",42",#F5C00E,1,Washington St @ School St
1456,479,2,",22,29,44",#F5C00E,2,Columbus Ave @ Weld Ave
1457,480,0,",Orange,Line",#FC5707,11,Ruggles
1458,480,1,",E",#018835,12,Symphony station
1459,480,2,",Needham/Franklin",#8E44AD,11,Ruggles
1460,480,3,",Providence/Stoughton",#8E44AD,11,Ruggles
1461,481,0,",64,66,501",#F5C00E,1,Cambridge Street
1462,481,1,",B",#018835,8,Harvard Avenue
1463,482,0,",Orange,Line",#FC5707,8,Roxbury Crossing
1464,482,1,",E",#018835,9,Fenwood Road
1465,482,2,",14,22,29,41,44",#F5C00E,13,Jackson Square
1466,483,0,",C",#018835,2,Englewood Avenue
1467,483,1,",D",#018835,7,Reservoir
1468,483,2,",B",#018835,12,Chiswick Road
1469,483,3,",51,89,Green,Line,D,Shuttle",#F5C00E,7,Reservoir
1470,484,0,",C",#018835,2,Englewood Avenue
1471,484,1,",D",#018835,7,Reservoir
1472,484,2,",B",#018835,12,Chiswick Road
1473,484,3,",51,89,Green,Line,D,Shuttle",#F5C00E,7,Reservoir
1474,485,0,",B",#00843D,8,Harvard Avenue
1475,485,1,",Framingham",#8E44AD,13,Boston Landing
1476,486,0,",52,57,501,553",#f2bd2a,1,Washington St @ Bacon St
1477,486,1,",OurBus",#4caf50,1,Newton
1478,487,0,",Orange,Line",#ED8B32,5,Stony Brook
1479,487,1,",14,22,29,41,44",#F1BC3D,14,Jackson Square
1480,487,2,",42",#F1BC3D,3,Washington St & School St
1481,488,0,",52,57,501,553",#F5C00E,1,Washington St @ Bacon St
1482,489,0,",Orange,Line",#FC5707,11,Ruggles
1483,489,1,",E",#018835,12,Symphony station
1484,489,2,",Needham/Franklin",#8E44AD,11,Ruggles
1485,489,3,",Providence/Stoughton",#8E44AD,11,Ruggles
1486,490,0,",Orange,Line",#FC5707,8,Roxbury Crossing
1487,490,1,",E",#018835,9,Fenwood Road
1488,490,2,",14,22,29,41,44",#F5C00E,13,Jackson Square
1489,491,0,",Framingham/Worcester",#8E44AD,6,Auburndale
1490,491,1,",D",#00843D,11,Riverside
1491,491,2,",558",#F5C00E,11,Riverside
1492,491,3,",MBRS",#DA1721,11,Riverside
1493,492,0,",Orange,line",#ef8b22,9,Stony Brook
1494,492,1,",22,29,44",#f2bd2a,2,Columbus Ave @ Weld Ave
1495,492,2,",14,41",#f2bd2a,14,Jackson Square
1496,493,0,",Red,Line",#DA1721,6,JFK / UMass
1497,493,1,",Greenbush/Kingston",#8E44AD,6,JFK / UMass
1498,493,2,",Middleborough/Lakeville",#8E44AD,6,JFK / UMass
1499,493,3,",18",#F5C00E,2,Dorchester Ave @ Edison Green
1500,494,0,",Orange,Line",#FC5707,8,Roxbury Crossing
1501,494,1,",E",#018835,9,Brigham Circle
1502,494,2,",14,22,29,41,44",#F5C00E,13,Jackson Square
1503,495,0,",Orange,Line",#EB841E,11,Ruggles
1504,495,1,",E",#00843D,12,Symphony
1505,495,2,",Franklin/Needham",#8E44AD,11,Ruggles
1506,495,3,",PROVIDENCE/STOUGHTON",#8E44AD,11,Ruggles
1507,496,0,",22,29,32,34,36",#F5C00E,1,Seaver St @ Maple Street
1508,496,1,",Fairmount,Line,Franklin,Line",#8E44AD,11,Four Corners/Geneva
1509,497,0,",E",#00843D,4,Symphony
1510,497,1,",Orange,Line",#EB841E,7,Massachusetts Ave
1511,497,2,",D,B,C",#00843D,10,Hynes Convention Center Station
1512,497,3,",Franklin,Needham,Providence/Stoughton",#8E44AD,12,Ruggles
1513,498,0,",83,91",#F5C00E,1,Prospect St
1514,498,1,",Red,line",#DA1721,10,Central
1515,499,0,",Orange,Line",#EB841E,7,Roxbury Crossing
1516,499,1,",E",#00843D,10,Brigham Circle
1517,499,2,",19,66",#F5C00E,7,Tremont St @ Tobin Community Center
1518,499,3,",22,29",#F5C00E,7,Columbus Ave @ New Cedar St
1519,500,0,",Orange,Line",#EB841E,10,Ruggles
1520,500,1,",E",#018835,12,Symphony
1521,500,2,",Needham/Franklin",#8E44AD,11,Ruggles
1522,500,3,",43",#F5C00E,1,Tremont St @ Hammond St
1523,500,4,",Providence/Stoughton",#8E44AD,11,Ruggles
1524,501,0,",B",#018835,14,Warren Street
1525,501,1,",51,57,66",#F5C00E,5,Market St @ Keenan Rd
1526,501,2,",86",#F5C00E,6,Cambridge St @ Dustin St
1527,502,0,",22,29,32,34,36",#F5C00E,1,Seaver St @ Maple Street
1528,502,1,",Fairmount,Line,Franklin,Line",#8E44AD,11,Four Corners/Geneva
1529,503,0,",E",#00843D,5,Fenwood Road
1530,503,1,",Orange,Line",#EB841E,9,Roxbury Crossing
1531,503,2,",35,39,66",#F5C00E,5,Huntington Ave opp Fenwood Rd
1532,503,3,",22,29",#F5C00E,11,Columbus Ave @ New Cedar St
1533,504,0,",E",#00843D,4,Symphony
1534,504,1,",Orange,Line",#EB841E,7,Massachusetts Ave
1535,504,2,",D,B,C",#00843D,10,Hynes Convention Center Station
1536,504,3,",Franklin,Needham,Providence/Stoughton",#8E44AD,12,Ruggles
1537,505,0,",Red,Line",#e02826,5,JFK / UMass
1538,505,1,",Greenbush/Kingston",#80276c,5,JFK / UMass
1539,505,2,",Middleborough/Lakeville",#80276c,5,JFK / UMass
1540,505,3,",8,41,16",#f2bd2a,5,JFK / UMass
1541,506,0,",Red,LIne",#8E44AD,8,JFK / UMass
1542,506,1,",Greenbush/Kingston",#8E44AD,8,JFK / UMass
1543,506,2,",Middleborough/Lakeville",#EC211F,8,JFK / UMass
1544,506,3,",8,16,41",#EB841E,8,JFK / UMass
1545,506,4,",18",#EB841E,2,Dorchster Ave @ Howes St
1546,507,0,",Framingham/Worcester,Line",#8E44AD,12,Boston Landing
1547,507,1,",64,66,501",#F5C00E,1,Cambridge St @ Linden St
1548,507,2,",57",#F5C00E,4,Brighton Ave @ Linden St
1549,508,0,",Red,Line",#DA1721,6,Central
1550,509,0,",52,57,501,553",#f2bd2a,1,Washington St @ Bacon St
1551,509,1,",OurBus",#4caf50,1,Newton
1552,510,0,",E",#00843d,5,Longwood Medical Area
1553,510,1,",Orange,Line",#ed8b00,9,Roxbury Crossing
1554,510,2,",Franklin/Needham/Providence",#80276c,15,Ruggles
1555,510,3,",39",#f2bd2a,3,Huntington Ave @ Wigglesworth St
1556,511,0,",E",#00843D,5,Fenwood Road
1557,511,1,",Orange,line",#EB841E,11,Roxbury Crossing
1558,511,2,",35,39,66",#EB841E,4,Huntington Ave opp Fenwood Rd
1559,512,0,",57,501",#F5C00E,5,Tremont St @ Washington St
1560,512,1,",64",#F5C00E,5,Faneuil St @ Bigelow St
1561,513,0,",15,17",#F5C00E,3,Bowdoin St @ Norton St
1562,513,1,",Fairmount,Line,Franklin,Line",#8E44AD,9,Four Corners/Geneva
1563,514,0,",Orange,Line",#ed8b00,10,Ruggles
1564,514,1,",Franklin/Needham,Line",#80276c,10,Ruggles
1565,514,2,",8,9,15,19,22,23",#f2bd2a,10,Ruggles
1566,514,3,",43",#f2bd2a,2,Tremont St @ Hammond St
1567,514,4,",Providence/Stoughton,Line",#80276c,10,Ruggles
1568,515,0,",52,57,501,553",#F5C00E,1,Washington St @ Bacon St
1569,516,0,",B",#00843D,8,Harvard Avenue
1570,516,1,",Framingham/Worcester",#8E44AD,12,Boston Landing
1571,516,2,",64,66,501",#F5C00E,2,Cambridge St @ Linden St
1572,517,0,",Orange,Line",#ed8b00,10,Ruggles
1573,517,1,",Franklin/Needham,Line",#80276c,10,Ruggles
1574,517,2,",8,9,15,19,22,23",#f2bd2a,10,Ruggles
1575,517,3,",43",#f2bd2a,2,Tremont St @ Hammond St
1576,517,4,",Providence/Stoughton,Line",#80276c,10,Ruggles
1577,518,0,",Red,Line",#DA1721,3,JFK / UMass
1578,518,1,",Greenbush/Kingston",#B933AD,3,JFK / UMass
1579,518,2,",Lakeville,Line",#B933AD,3,JFK / UMass
1580,519,0,",Red,line",#EC211F,4,JFK / UMass
1581,519,1,",Greenbush/Kingston",#B933AD,4,JFK / UMass
1582,519,2,",Middleborough/Lakeville",#B933AD,4,JFK / UMass
1583,519,3,",8,16,41",#F5C00E,4,JFK / UMass
1584,520,0,",C",#018835,2,Englewood Avenue
1585,520,1,",D",#018835,7,Reservoir
1586,520,2,",B",#018835,12,Chiswick Road
1587,520,3,",51,89,Green,Line,D,Shuttle",#F5C00E,7,Reservoir
1588,521,0,",B",#00843D,7,Allston Street
1589,521,1,",Framingham/Worcester,Line",#80276c,10,Boston Landing
1590,521,2,",51,57,66,501",f2bd2a,3,Cambridge St @ Barrows St
1591,522,0,",E",#018835,6,Fenwood Road
1592,522,1,",Orange,Line",#E37A38,11,Roxbury Crossing
1593,522,2,",Franklin/Foxboro/Needham",#8E44AD,15,Ruggles
1594,522,3,",Providence/Stoughton,Line",#8E44AD,15,Ruggles
1595,522,4,",D",#00843D,15,Brookline Village
1596,523,0,",Orange,Line",#ED8B32,5,Stony Brook
1597,523,1,",14,22,29,41,44",#F1BC3D,14,Jackson Square
1598,523,2,",42",#F1BC3D,3,Washington St & School St
1599,524,0,",Red",#DA1721,7,JFK / UMas
1600,524,1,",Greenbush,Line,Kingston,Line",#8E44AD,7,JFK / UMas
1601,524,2,",Middleborough/Lakeville",#8E44AD,7,JFK / UMas
1602,525,0,",Red,Line",#DA1721,6,JFK / UMass
1603,525,1,",Middleborough/Lakeville,Line",#8E44AD,6,JFK / UMass
1604,525,2,",Greenbush,Line",#8E44AD,6,JFK / UMass
1605,525,3,",Kingston,Line",#8E44AD,6,JFK / UMass
1606,525,4,",18",#F5C00E,2,Dorchester Ave @ Edison Green
1607,526,0,",D,E",#018835,7,Union Square
1608,526,1,",87",#F5C00E,2,Somerville Ave @ Merriam St
1609,526,2,",86,91,CT2",#F5C00E,3,Washington St @ McGrath Hwy
1610,527,0,",Red,Line",#EC211F,6,JFK/UMass
1611,527,1,",Greenbush,Line,Kingston,Line",#8E44AD,6,JFK/UMass
1612,527,2,",Fairmount,Line,Franklin/Foxboro,Line",#8E44AD,15,Newmarket
1613,527,3,",8,16,41",#F5C00E,6,JFK/UMass
1614,528,0,",Red,line",#EC211F,3,JFK / UMass
1615,528,1,",Greenbush,Kingston",#B933AD,3,JFK / UMass
1616,528,2,",Middleborough/Lakeville",#B933AD,3,JFK / UMass
1617,528,3,",8,16,41",#F5C00E,3,JFK / UMass
1618,529,0,",Red,LIne",#8E44AD,8,JFK / UMass
1619,529,1,",Greenbush/Kingston",#8E44AD,8,JFK / UMass
1620,529,2,",Middleborough/Lakeville",#EC211F,8,JFK / UMass
1621,529,3,",8,16,41",#EB841E,8,JFK / UMass
1622,529,4,",18",#EB841E,2,Dorchster Ave @ Howes St
1623,530,0,",Red,LIne",#EC211F,8,JFK / UMass
1624,530,1,",Greenbush/Kingston",#8E44AD,8,JFK / UMass
1625,530,2,",Middleborough/Lakeville",#8E44AD,8,JFK / UMass
1626,530,3,",8,16,41",#EB841E,8,JFK / UMass
1627,530,4,",18",#EB841E,2,Dorchster Ave @ Howes St
1628,531,0,",22,29,32,34,36",#F5C00E,3,Seaver St Opp Maple Street
1629,531,1,",Fairmount,Line,Franklin,Line",#8E44AD,11,Four Corners/Geneva
1630,532,0,",Red,Line",#DA1721,9,JFK/UMass
1631,532,1,",Greenbush,Kingston",#8E44AD,9,JFK/UMass
1632,532,2,",Middleborough/Lakeville",#8E44AD,9,JFK/UMass
1633,532,3,",Fairmount,Franklin",#B933AD,14,Newmarket
1634,532,4,",8,16,41",#EB841E,9,JFK/UMass
1635,533,0,",Red,Line",#DA1721,10,JFK / UMass
1636,533,1,",Kingston/Greenbush",#8E44AD,10,JFK / UMass
1637,533,2,",Middleborough/Lakeville",#8E44AD,10,JFK / UMass
1638,533,3,",8,16,41",#EB841E,10,JFK / UMass
1639,534,0,",Red,line",#DA1721,5,Shawmut
1640,535,0,",Orange,Line",#FC5707,8,Roxbury Crossing
1641,535,1,",E",#018835,9,Brigham Circle
1642,535,2,",14,22,29,41,44",#F5C00E,13,Jackson Square
1643,536,0,",Orange,Line",#EB841E,7,Roxbury Crossing
1644,536,1,",E",#00843D,10,Brigham Circle
1645,536,2,",19,66",#F5C00E,7,Tremont St @ Tobin Community Center
1646,536,3,",22,29",#F5C00E,7,Columbus Ave @ New Cedar St
1647,537,0,",Orange,Line",#EB841E,11,Roxbury Crossing
1648,537,1,",42",#F5C00E,4,Washington St @ Guild St
1649,537,2,",14,41,45",#F5C00E,6,42A John Eliot Sq
1650,538,0,",89,89/93,101",#F5C00E,1,Broadway @ Main St
1651,539,0,",E",#00843D,5,Fenwood Road
1652,539,1,",Orange,line",#EB841E,11,Roxbury Crossing
1653,539,2,",35,39,66",#EB841E,4,Huntington Ave opp Fenwood Rd
1654,540,0,",B",#018835,5,Chiswick Road
1655,540,1,",51,86",#F5C00E,4,Chestnut Hill Ave @ Wallingford Rd
1656,541,0,",B",#00843D,8,Harvard Avenue
1657,541,1,",Framingham/Worcester,Line",#8E44AD,12,Boston Landing
1658,541,2,",64,66,501",#F5C00E,2,Cambridge St @ Linden St
1659,542,0,",Orange,Line",#FC5707,8,Roxbury Crossing
1660,542,1,",E",#018835,9,Fenwood Road
1661,542,2,",14,22,29,41,44",#F5C00E,13,Jackson Square
1662,543,0,",E",#00843D,4,Symphony
1663,543,1,",Orange,Line",#EB841E,7,Massachusetts Ave
1664,543,2,",D,B,C",#00843D,10,Hynes Convention Center Station
1665,543,3,",Franklin,Needham,Providence/Stoughton",#8E44AD,12,Ruggles
1666,544,0,",Red,line",#EC211F,4,JFK / UMass
1667,544,1,",Greenbush/Kingston",#B933AD,4,JFK / UMass
1668,544,2,",Middleborough/Lakeville",#B933AD,4,JFK / UMass
1669,544,3,",8,16,41",#F5C00E,4,JFK / UMass
1670,545,0,",Red,Line",#EC211F,9,Andrew
1671,545,1,",9,10,16",#F5C00E,9,Andrew
1672,545,2,",16,17",#F5C00E,2,Boston St @ W Howell St
1673,546,0,",Red,Line",#EC211F,2,JFK / UMass
1674,546,1,",Greenbush/Kingston",#8E44AD,2,JFK / UMass
1675,546,2,",8,16,41",#F5C00E,2,JFK / UMass
1676,546,3,",17,18",#F5C00E,3,Boston St @ Mayhew St
1677,547,0,",Orange,Line",#EB841E,11,Ruggles
1678,547,1,",E",#00843D,12,Symphony
1679,547,2,",Franklin/Needham",#8E44AD,11,Ruggles
1680,547,3,",PROVIDENCE/STOUGHTON",#8E44AD,11,Ruggles
1681,548,0,",Orange,Line",#EB841E,10,Massachusetts Ave
1682,548,1,",Needham/Franklin",#8E44AD,11,Ruggles
1683,548,2,",E",#018835,12,Symphony
1684,548,3,",43",#F5C00E,1,Tremont St @ Hammond St
1685,548,4,",Providence/Stoughton",#8E44AD,11,Ruggles
1686,549,0,",B",#018835,3,Packards Corner
1687,549,1,",57",#FC5707,3,Kenmore Station
1688,550,0,",Red,Line",#DA1721,10,Savin Hill
1689,550,1,",18",#F5C00E,2,Dorchester Ave@ Belford Str
1690,550,2,",15",#F5C00E,10,Columbia Rd @Buttonwood Str
1691,551,0,",Red,Line",#DA1721,6,Central
1692,551,1,",64,83,91",#f2bd2a,1,Prospect St @ Harvard St
1693,551,2,",68",#f2bd2a,3,Broadway @ Inman St
1694,552,0,",Red,Line",#DA1721,6,Central
1695,553,0,",Red,Line",#DA1721,6,Central
1696,553,1,",68",#F5C00E,2,Broadway @ Inman St
1697,553,2,",64,83,91",#F5C00E,1,Prospect St @ Harvard St
1698,554,0,",68",#f2bd2a,3,Broadway @ Inman St
1699,554,1,",64,83,91",#f2bd2a,1,Prospect St @ Harvard St
1700,554,2,",Red,Line",#DA1721,6,Central
1701,555,0,",68",#f2bd2a,3,Broadway @ Inman St
1702,555,1,",64,83,91",#f2bd2a,1,Prospect St @ Harvard St
1703,555,2,",Red,Line",#DA1721,6,Central
1704,556,0,",E",#00843D,5,Fenwood Road
1705,556,1,",Orange,Line",#EB841E,9,Roxbury Crossing
1706,556,2,",35,39,66",#F5C00E,5,Huntington Ave opp Fenwood Rd
1707,556,3,",22,29",#F5C00E,11,Columbus Ave @ New Cedar St
1708,557,0,",Greenbush/Kingston",#8E44AD,1,JFK / UMass
1709,557,1,",Red,Line",#DA1721,1,JFK / UMass
1710,557,2,",Middleborough/Lakeville",#8E44AD,1,JFK / UMass
1711,557,3,",8,16,41",#EB841E,1,JFK / UMass
1712,558,0,",Red,Line",#DA1721,6,JFK / UMass
1713,558,1,",Middleborough/Lakeville,Line",#8E44AD,6,JFK / UMass
1714,558,2,",Greenbush,Line",#8E44AD,6,JFK / UMass
1715,558,3,",Kingston,Line",#8E44AD,6,JFK / UMass
1716,558,4,",18",#F5C00E,2,Dorchester Ave @ Edison Green
1717,559,0,",Red,line",#EC211F,3,JFK / UMass
1718,559,1,",Greenbush,Kingston",#B933AD,3,JFK / UMass
1719,559,2,",Middleborough/Lakeville",#B933AD,3,JFK / UMass
1720,559,3,",8,16,41",#F5C00E,3,JFK / UMass
1721,560,0,",Red,line",#EC211F,3,JFK / UMass
1722,560,1,",Greenbush,Kingston",#B933AD,3,JFK / UMass
1723,560,2,",Middleborough/Lakeville",#B933AD,3,JFK / UMass
1724,560,3,",8,16,41",#F5C00E,3,JFK / UMass
1725,561,0,",Red,Line",#DA1721,9,Andrew
1726,561,1,",Fairmount/Franklin",#8E44AD,12,Newmarket
1727,561,2,",Greenbush/Kingston",#8E44AD,13,JFK / UMass
1728,561,3,",Middleborough/Lakeville",#8E44AD,13,JFK / UMass
1729,561,4,",8,41",#F5C00E,13,JFK / UMass
1730,562,0,",Orange,line",#EB841E,5,Tufts Medical Center
1731,562,1,",Red,line",#8E44AD,12,South Station
1732,562,2,",Franklin/Framingham/Worcester",#8E44AD,12,South Station
1733,562,3,",Needham/Greenbush/Kingston",#8E44AD,12,South Station
1734,563,0,",B",#00843D,10,Warren Street
1735,563,1,",51,57,66",#F5C00E,1,Cambridge St @ Sparhawk St
1736,563,2,",501",#F5C00E,3,Cambridge St opp Dustin St
